id,provstate,city,latitude,longitude,doubtterr,success,attacktype1_txt,targtype1_txt,natlty1_txt,gname,claimed,weaptype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,president_party,state_governor_party,date,Total Casualties
455,California,Berkeley,37.874043,-122.280022,FALSE,FALSE,Bombing/Explosion,Educational Institution,United States,Student Radicals,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",11/25/1970,0
456,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,FALSE,Bombing/Explosion,Military,United States,Armed Commandos of Liberation,FALSE,Explosives,0,0,0,0,0,0,Republican,New Progressive Party,11/25/1970,0
457,Oregon,Eugene,44.04483,-123.072606,FALSE,TRUE,Bombing/Explosion,Educational Institution,United States,Student Radicals,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,12/1/1970,0
458,Kansas,Lawrence,38.973065,-95.236534,FALSE,TRUE,Bombing/Explosion,Educational Institution,United States,NA,FALSE,Explosives,0,0,0,3,0,0,Republican,Democrat,12/11/1970,3
459,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Business,United States,Armed Revolutionary Independence Movement (MIRA),FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,12/14/1970,0
460,Connecticut,Bridgeport,41.18188,-73.191269,FALSE,TRUE,Facility/Infrastructure Attack,NGO,United States,Armed Revolutionary Independence Movement (MIRA),FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,12/14/1970,0
461,California,Isla Vista,34.41217,-119.85704,NA,TRUE,Bombing/Explosion,Business,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",12/15/1970,0
462,Connecticut,Storrs,41.807741,-72.25398,FALSE,TRUE,Facility/Infrastructure Attack,Military,United States,Student Radicals,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,12/15/1970,0
463,Florida,Hollywood,26.011201,-80.14949,FALSE,TRUE,Facility/Infrastructure Attack,Government (General),United States,Left-Wing Militants,FALSE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",12/16/1970,0
464,California,San Mateo,37.54703,-122.314834,FALSE,TRUE,Bombing/Explosion,Government (General),United States,Left-Wing Militants,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",12/18/1970,0
465,Wisconsin,Whitefish Bay,43.113655,-87.900289,FALSE,TRUE,Bombing/Explosion,Military,United States,Left-Wing Militants,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,12/22/1970,0
466,Georgia,College Park,33.655968,-84.448957,FALSE,TRUE,Bombing/Explosion,Military,United States,Left-Wing Militants,FALSE,Explosives,0,0,0,1,0,0,Republican,Democrat,12/27/1970,1
467,California,El Monte,34.06857,-118.027606,TRUE,TRUE,Bombing/Explosion,Government (General),United States,Left-Wing Militants,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",12/31/1970,0
468,North Carolina,Mount Gilead,35.214905,-80.001234,FALSE,TRUE,Facility/Infrastructure Attack,Private Citizens & Property,United States,White extremists,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,1/1/1971,0
469,California,Claremont,34.0961,-117.716404,FALSE,TRUE,Facility/Infrastructure Attack,Military,United States,Student Radicals,FALSE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",1/5/1971,0
470,California,Oxnard,34.20034,-119.180439,FALSE,TRUE,Bombing/Explosion,Military,United States,Left-Wing Militants,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",1/5/1971,0
471,California,Pomona,34.05483,-117.750034,FALSE,TRUE,Facility/Infrastructure Attack,NGO,United States,Black Nationalists,FALSE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",1/6/1971,0
472,District of Columbia,Washington,38.908642,-77.015381,FALSE,TRUE,Bombing/Explosion,Government (Diplomatic),Soviet Union,Jewish Defense League (JDL),FALSE,Explosives,0,0,0,0,0,0,Republican,NA,1/8/1971,0
473,California,Pomona,34.038254,-117.752109,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Black Nationalists,FALSE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",1/9/1971,0
474,California,Pomona,34.055103,-117.749991,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Black Nationalists,FALSE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",1/9/1971,0
475,California,Pomona,34.055103,-117.749991,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Black Nationalists,FALSE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",1/11/1971,0
476,California,Rolling Hills Estates,33.78359,-118.353879,TRUE,TRUE,Facility/Infrastructure Attack,Government (General),United States,Left-Wing Militants,FALSE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",1/12/1971,0
477,California,San Francisco,37.755363,-122.443352,FALSE,TRUE,Armed Assault,Police,United States,Black Liberation Army,FALSE,Firearms,1,0,0,0,0,0,Republican,"Democrat, Republican",1/13/1971,1
478,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Military,United States,Left-Wing Militants,FALSE,Explosives,0,0,0,2,2,0,Republican,Republican,1/15/1971,2
479,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Military,United States,Left-Wing Militants,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,1/15/1971,0
480,New York,New York City,40.697132,-73.931351,NA,TRUE,Facility/Infrastructure Attack,Government (Diplomatic),Egypt,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,1/17/1971,0
481,California,San Francisco,37.755363,-122.443352,FALSE,TRUE,Bombing/Explosion,Police,United States,Black Nationalists,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",1/19/1971,0
482,California,San Francisco,37.755363,-122.443352,FALSE,FALSE,Bombing/Explosion,Government (General),United States,Left-Wing Militants,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",1/19/1971,0
483,Ohio,Cleveland,41.479561,-81.675461,FALSE,TRUE,Facility/Infrastructure Attack,Private Citizens & Property,United States,Strikers,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,1/19/1971,0
484,New York,New York City,40.697132,-73.931351,TRUE,TRUE,Armed Assault,Police,United States,Black Liberation Army,TRUE,Melee,1,1,1,1,1,0,Republican,Republican,1/24/1971,2
485,Florida,West Palm Beach,26.714388,-80.052689,FALSE,TRUE,Bombing/Explosion,Educational Institution,United States,Black Nationalists,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,1/26/1971,0
486,California,Los Angeles,34.097866,-118.407379,FALSE,TRUE,Bombing/Explosion,Government (General),United States,Chicano Liberation Front,FALSE,Explosives,1,0,0,0,0,0,Republican,"Democrat, Republican",1/29/1971,1
488,North Carolina,Charlotte,35.2225,-80.837539,FALSE,TRUE,Facility/Infrastructure Attack,Government (General),United States,White extremists,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,2/4/1971,0
489,California,Santa Barbara,34.419255,-119.698869,TRUE,TRUE,Facility/Infrastructure Attack,Military,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",2/5/1971,0
490,Florida,West Palm Beach,26.714388,-80.052689,FALSE,FALSE,Bombing/Explosion,Educational Institution,United States,Black Nationalists,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,2/9/1971,0
491,Ohio,Akron,41.084195,-81.514059,FALSE,FALSE,Bombing/Explosion,Private Citizens & Property,United States,Neo-Nazi extremists,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,2/10/1971,0
492,California,Santa Cruz,36.974025,-122.030954,FALSE,TRUE,Facility/Infrastructure Attack,Military,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",2/12/1971,0
493,Georgia,Atlanta,33.764496,-84.432083,FALSE,TRUE,Bombing/Explosion,Military,United States,Left-Wing Militants,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,2/13/1971,0
494,Pennsylvania,Bristol,40.097625,-74.857269,FALSE,TRUE,Facility/Infrastructure Attack,Government (General),United States,Left-Wing Militants,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,2/14/1971,0
495,Puerto Rico,Carolina,18.442164,-66.026298,FALSE,TRUE,Bombing/Explosion,Business,United States,Puerto Rican Nationalists,FALSE,Explosives,0,0,0,0,0,0,Republican,New Progressive Party,2/16/1971,0
496,Puerto Rico,Carolina,18.442164,-66.026298,FALSE,TRUE,Bombing/Explosion,Business,United States,Puerto Rican Nationalists,FALSE,Explosives,0,0,0,0,0,0,Republican,New Progressive Party,2/16/1971,0
497,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,FALSE,Bombing/Explosion,Military,United States,Puerto Rican Nationalists,FALSE,Explosives,0,0,0,0,0,0,Republican,New Progressive Party,2/16/1971,0
498,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,FALSE,Facility/Infrastructure Attack,Business,United States,Puerto Rican Nationalists,FALSE,Incendiary,0,0,0,0,0,0,Republican,New Progressive Party,2/16/1971,0
499,Puerto Rico,Rio Piedras,18.386932,-66.061127,FALSE,FALSE,Facility/Infrastructure Attack,Business,United States,Puerto Rican Nationalists,FALSE,Incendiary,0,0,0,0,0,0,Republican,New Progressive Party,2/16/1971,0
500,Florida,Miami,25.774591,-80.214195,TRUE,TRUE,Armed Assault,Police,United States,Black Afro Militant Movement,FALSE,Firearms,1,1,0,0,0,0,Republican,Democrat,2/20/1971,1
501,California,Los Angeles,34.097866,-118.407379,FALSE,TRUE,Bombing/Explosion,Business,United States,Chicano Liberation Front,TRUE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",2/22/1971,0
502,Hawaii,Honolulu,21.3,-157.818968,FALSE,TRUE,Facility/Infrastructure Attack,Military,United States,Student Radicals,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,2/26/1971,0
503,California,Berkeley,37.874043,-122.280022,NA,TRUE,Bombing/Explosion,Business,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",2/27/1971,0
504,Puerto Rico,Rio Piedras,18.386932,-66.061127,FALSE,FALSE,Bombing/Explosion,Government (General),United States,Puerto Rican Nationalists,FALSE,Explosives,0,0,0,0,0,0,Republican,New Progressive Party,2/27/1971,0
505,California,Vernon,34.097866,-118.407379,FALSE,FALSE,Bombing/Explosion,Business,United States,Chicano Liberation Front,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",3/1/1971,0
506,District of Columbia,Washington,38.908642,-77.015381,FALSE,TRUE,Bombing/Explosion,Government (General),United States,"Weather Underground, Weathermen",FALSE,Explosives,0,0,0,0,0,0,Republican,NA,3/1/1971,0
507,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Educational Institution,United States,Puerto Rican Resistance Movement,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,3/1/1971,0
508,New York,New York City,40.697132,-73.931351,NA,TRUE,Facility/Infrastructure Attack,Government (Diplomatic),Iraq,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,3/2/1971,0
509,California,Santa Barbara,34.419255,-119.698869,FALSE,TRUE,Bombing/Explosion,Utilities,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",3/3/1971,0
510,California,Berkeley,37.874043,-122.280022,NA,TRUE,Bombing/Explosion,Business,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",3/3/1971,0
511,Hawaii,Honolulu,21.3,-157.818968,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Student Radicals,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,3/5/1971,0
512,Texas,Texarkana,33.42558,-94.048254,FALSE,TRUE,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,3/6/1971,0
513,Texas,Texarkana,33.42558,-94.048254,FALSE,TRUE,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,3/6/1971,0
514,Texas,Texarkana,33.42558,-94.048254,FALSE,FALSE,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,3/7/1971,0
515,Texas,Texarkana,33.42558,-94.048254,FALSE,TRUE,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,3/7/1971,0
516,Missouri,St. Louis,38.62774,-90.199514,FALSE,TRUE,Bombing/Explosion,Government (General),United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,3/8/1971,0
517,Missouri,St. Louis,38.62774,-90.199514,TRUE,TRUE,Bombing/Explosion,Military,United States,NA,FALSE,Explosives,0,0,0,10,10,0,Republican,Democrat,3/8/1971,10
518,Colorado,Fort Lupton,40.079609,-104.812912,FALSE,TRUE,Bombing/Explosion,Police,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,3/9/1971,0
519,Texas,Houston,29.813822,-95.365295,FALSE,TRUE,Bombing/Explosion,Private Citizens & Property,United States,Ku Klux Klan,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,3/11/1971,0
520,Oregon,Portland,45.511795,-122.675629,FALSE,TRUE,Bombing/Explosion,Police,United States,Left-Wing Militants,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,3/12/1971,0
521,California,San Mateo,37.54703,-122.314834,TRUE,TRUE,Facility/Infrastructure Attack,Government (General),United States,Left-Wing Militants,FALSE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",3/15/1971,0
522,California,San Francisco,37.755363,-122.443352,FALSE,FALSE,Bombing/Explosion,Government (General),United States,"Weather Underground, Weathermen",FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",3/16/1971,0
523,New York,Ithaca,42.455233,-76.475847,FALSE,TRUE,Facility/Infrastructure Attack,Military,United States,Student Radicals,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,3/17/1971,0
524,Florida,Jacksonville,30.33138,-81.655799,FALSE,TRUE,Bombing/Explosion,Military,United States,Left-Wing Militants,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,3/18/1971,0
525,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Armed Revolutionary Independence Movement (MIRA),FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,3/19/1971,0
526,Massachusetts,Medford,42.407484,-71.119023,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Student Radicals,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,3/21/1971,0
527,California,Mill Valley,37.906032,-122.548169,FALSE,TRUE,Bombing/Explosion,Business,United States,"Weather Underground, Weathermen",FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",3/23/1971,0
528,Michigan,Detroit,42.359139,-83.066546,TRUE,TRUE,Bombing/Explosion,Educational Institution,United States,Student Radicals,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,3/23/1971,0
529,California,Thousand Oaks,34.225529,-118.878911,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Left-Wing Militants,FALSE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",3/23/1971,0
530,Maryland,Baltimore,39.308342,-76.616104,FALSE,TRUE,Bombing/Explosion,Utilities,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,3/27/1971,0
531,California,San Francisco,37.755363,-122.443352,FALSE,FALSE,Bombing/Explosion,Police,United States,Black Liberation Army,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",3/30/1971,0
532,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Private Citizens & Property,Cuba,Secret Cuban Government,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,3/30/1971,0
533,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Private Citizens & Property,United States,Jewish Defense League (JDL),TRUE,Explosives,0,0,0,0,0,0,Republican,Republican,3/30/1971,0
534,Colorado,Denver,39.758968,-104.876305,TRUE,TRUE,Facility/Infrastructure Attack,Military,United States,Left-Wing Militants,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,3/31/1971,0
536,California,Riverside,33.953349,-117.396156,FALSE,TRUE,Armed Assault,Police,United States,Black Nationalists,FALSE,Firearms,2,2,0,0,0,0,Republican,"Democrat, Republican",4/2/1971,2
537,California,Los Angeles,34.097866,-118.407379,NA,TRUE,Facility/Infrastructure Attack,Business,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",4/3/1971,0
538,Michigan,Ypsilanti,42.24088,-83.613089,FALSE,TRUE,Hostage Taking (Kidnapping),Private Citizens & Property,United States,Ku Klux Klan,FALSE,Firearms,0,0,0,1,1,0,Republican,Republican,4/3/1971,1
539,Georgia,Sylvester,31.530345,-83.835349,FALSE,TRUE,Facility/Infrastructure Attack,Government (General),United States,Left-Wing Militants,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,4/3/1971,0
540,California,Ben Lomond,37.089185,-122.086756,FALSE,TRUE,Bombing/Explosion,Business,United States,Left-Wing Militants,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",4/5/1971,0
541,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,TRUE,Facility/Infrastructure Attack,Business,Puerto Rico,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,New Progressive Party,4/5/1971,0
542,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,TRUE,Facility/Infrastructure Attack,Business,Puerto Rico,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,New Progressive Party,4/5/1971,0
543,California,Los Angeles,34.097866,-118.407379,NA,TRUE,Bombing/Explosion,Business,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",4/6/1971,0
544,California,San Jose,37.338475,-121.885794,NA,TRUE,Bombing/Explosion,Business,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",4/6/1971,0
545,California,Fresno,36.736419,-119.789196,FALSE,TRUE,Bombing/Explosion,Government (General),United States,Chicano Liberation Front,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",4/8/1971,0
546,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Government (Diplomatic),South Africa,Black Revolutionary Assault Team,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,4/12/1971,0
547,California,Palo Alto,37.424305,-122.143913,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Student Radicals,FALSE,Incendiary,0,0,0,0,0,0,Republican,"Democrat, Republican",4/14/1971,0
548,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,FALSE,Bombing/Explosion,Business,United States,Puerto Rican Nationalists,FALSE,Explosives,0,0,0,0,0,0,Republican,New Progressive Party,4/14/1971,0
549,California,Los Angeles,34.097866,-118.407379,FALSE,TRUE,Bombing/Explosion,Government (General),United States,Left-Wing Militants,FALSE,Explosives,0,0,0,0,0,0,Republican,"Democrat, Republican",4/15/1971,0
550,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Assassination,Violent Political Party,United States,Black Panthers,FALSE,Firearms,1,0,0,0,0,0,Republican,Republican,4/17/1971,1
551,New York,New York City,40.697132,-73.931351,FALSE,FALSE,Armed Assault,Police,United States,Black Panthers,FALSE,Firearms,0,0,0,2,0,0,Republican,Republican,4/19/1971,2
552,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Tourists,South Africa,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,4/19/1971,0
553,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,TRUE,Bombing/Explosion,Business,United States,Armed Commandos of Liberation,TRUE,Explosives,3,3,0,0,0,0,Republican,New Progressive Party,4/19/1971,3
